"","Genus","Cluster","Importance"
"557","Rhodococcus",2,0.00015936429857522
"558","Jatrophihabitans",2,0.000159365085545515
"559","Blastococcus",2,0.000159356012856458
"560","Geodermatophilus",2,0.000159358863673033
"561","Modestobacter",2,0.000159358726326186
"562","hgcI.clade",2,0.00508575275677613
"563","Brevibacterium",2,0.00342334876931953
"564","Brachybacterium",2,0.0101343077889416
"565","Yimella",2,0.000159275286830187
"566","Arthrobacter",2,0.000159359031749252
"567","Kocuria",2,0.0085398541974699
"568","Paenarthrobacter",2,0.00015935599285156
"569","Pseudarthrobacter",2,0.0101729626355279
"570","Rothia",2,0.0246847894069562
"571","X__.6",2,0.00506655884143365
"572","X__.7",2,0.000159364065545139
"573","Dactylosporangium",2,0.000159286245123738
"574","uncultured.1",2,0.000159298891709494
"575","X__.8",2,0.000159364041493413
"576","Kribbella",2,0.000159364341183695
"577","Nocardioides",2,0.00178275995976654
"578","X__.9",2,0.000159298807112682
"579","Cutibacterium",2,0.0489018984814389
"580","Microlunatus",2,0.000159305853327649
"581","Amycolatopsis",2,0.000159365017206048
"582","Lechevalieria",2,0.000159299138029681
"583","Pseudonocardia",2,0.000159358764048118
"584","Streptomyces",2,0.000159352567387989
"585","Nonomuraea",2,0.000159298764574988
"586","Actinomadura",2,0.00015936411744715
"587","X__.10",2,0.00339930074984751
"588","Atopobium",2,0.000159278853236562
"589","Coriobacteriaceae.UCG.002",2,0.00015928084976938
"590","Olsenella",2,0.000159358925024936
"591","Collinsella",2,0.0315937375226252
"592","CHKCI002",2,0.0593928004899432
"593","Eggerthella",2,0.000159306208436691
"594","Enterorhabdus",2,0.000159279998511508
"595","Gordonibacter",2,0.00340251031240679
"596","X__.11",2,0.000159279404628078
"597","uncultured.bacterium.3",2,0.003367188417375
"598","uncultured.bacterium.4",2,0.000159358724367363
"599","uncultured.Actinomycetales.bacterium.1",2,0.000159364111667849
"600","X__.12",2,0.000161810852604639
"601","X__.13",2,0.000159364078117048
"602","Rubrobacter",2,0.000159352909518727
"603","uncultured.bacterium.5",2,0.00178545157031482
"604","X__.14",2,0.000159298797452246
"605","metagenome",2,0.000159284507256908
